district,librarian_fte,year,librarians_per_school,students_per_librarian,teachers_per_librarian,teacher_fte,locale_code,locale_tier
Mount Baker School District (WA),1.5,2022-23,0.21,1128.0,72.0,108.0,42.0,Distant Rural
Mount Baker School District (WA),1.33,2023-24,0.19,1208.0,74.0,97.92,42.0,Distant Rural
Mount Baker School District (WA),1.32,2024-25,0.19,1197.0,70.0,91.74,42.0,Distant Rural
Mount Pleasant School District (WA),0.0,2015-16,0.0,,,4.24,41.0,Rural
Mount Pleasant School District (WA),0.0,2016-17,0.0,,,4.56,41.0,Rural
Mount Pleasant School District (WA),0.0,2017-18,0.0,,,4.66,41.0,Rural
Mount Pleasant School District (WA),0.0,2018-19,0.0,,,4.66,41.0,Rural
Mount Pleasant School District (WA),0.0,2019-20,0.0,,,4.88,41.0,Rural
Mount Pleasant School District (WA),0.0,2020-21,0.0,,,4.88,41.0,Rural
Mount Pleasant School District (WA),0.0,2021-22,0.0,,,5.37,41.0,Rural
Mount Pleasant School District (WA),0.0,2022-23,0.0,,,5.0,41.0,Rural
Mount Pleasant School District (WA),0.0,2023-24,,,,5.01,41.0,Rural
Mount Pleasant School District (WA),0.0,2024-25,,,,5.01,41.0,Rural
Mount Vernon School District (WA),8.0,2015-16,0.67,848.0,46.0,367.53,13.0,Urban
Mount Vernon School District (WA),8.02,2016-17,0.62,844.0,49.0,389.69,13.0,Urban
Mount Vernon School District (WA),8.0,2017-18,0.62,864.0,50.0,398.16,13.0,Urban
Mount Vernon School District (WA),8.01,2018-19,0.62,862.0,51.0,408.46,13.0,Urban
Mount Vernon School District (WA),8.52,2019-20,0.66,809.0,47.0,396.86,13.0,Urban
Mount Vernon School District (WA),8.06,2020-21,0.58,818.0,50.0,406.13,13.0,Urban
Mount Vernon School District (WA),8.0,2021-22,0.57,833.0,48.0,380.35,13.0,Urban
Mount Vernon School District (WA),8.0,2022-23,0.57,818.0,52.0,416.0,13.0,Urban
Mount Vernon School District (WA),7.8,2023-24,0.56,826.0,51.0,397.72,13.0,Urban
Mount Vernon School District (WA),8.0,2024-25,0.57,791.0,47.0,375.7,13.0,Urban
Mukilteo School District (WA),11.5,2015-16,0.55,1335.0,69.0,788.4,21.0,Suburban
Mukilteo School District (WA),18.0,2016-17,0.82,864.0,44.0,795.9,21.0,Suburban
Mukilteo School District (WA),18.0,2017-18,0.75,861.0,49.0,878.57,21.0,Suburban
Mukilteo School District (WA),18.0,2018-19,0.75,885.0,49.0,886.53,21.0,Suburban
Mukilteo School District (WA),13.95,2019-20,0.58,1152.0,67.0,935.66,21.0,Suburban
Mukilteo School District (WA),14.12,2020-21,0.59,1081.0,66.0,931.15,21.0,Suburban
Mukilteo School District (WA),14.81,2021-22,0.59,1013.0,60.0,896.0,21.0,Suburban
Mukilteo School District (WA),14.81,2022-23,0.59,1022.0,62.0,911.0,21.0,Suburban
Mukilteo School District (WA),12.02,2023-24,0.5,1270.0,73.0,883.1,21.0,Suburban
Mukilteo School District (WA),12.02,2024-25,0.5,1262.0,74.0,889.28,21.0,Suburban
Naches Valley School District (WA),1.0,2015-16,0.25,1342.0,74.0,74.02,22.0,Suburban
Naches Valley School District (WA),1.0,2016-17,0.33,1353.0,78.0,77.8,41.0,Rural
Naches Valley School District (WA),1.0,2017-18,0.33,1314.0,80.0,80.22,41.0,Rural
Naches Valley School District (WA),1.0,2018-19,0.33,1275.0,80.0,80.44,41.0,Rural
Naches Valley School District (WA),0.0,2019-20,0.0,,,75.71,41.0,Rural
Naches Valley School District (WA),0.0,2020-21,0.0,,,74.09,41.0,Rural
Naches Valley School District (WA),0.0,2021-22,0.0,,,80.93,41.0,Rural
Naches Valley School District (WA),0.0,2022-23,0.0,,,83.0,41.0,Rural
Naches Valley School District (WA),0.0,2023-24,,,,78.69,41.0,Rural
Naches Valley School District (WA),0.0,2024-25,,,,75.88,41.0,Rural
Napavine School District (WA),0.0,2015-16,0.0,,,45.86,32.0,Mid-size
Napavine School District (WA),0.0,2016-17,0.0,,,46.72,32.0,Mid-size
Napavine School District (WA),0.0,2017-18,0.0,,,47.03,32.0,Mid-size
Napavine School District (WA),0.0,2018-19,0.0,,,48.87,32.0,Mid-size
Napavine School District (WA),0.0,2019-20,0.0,,,46.08,32.0,Mid-size
Napavine School District (WA),0.0,2020-21,0.0,,,50.23,41.0,Rural
Napavine School District (WA),0.0,2021-22,0.0,,,46.41,41.0,Rural
Napavine School District (WA),0.0,2022-23,0.0,,,48.0,41.0,Rural
Napavine School District (WA),0.0,2023-24,,,,44.81,32.0,Mid-size
Napavine School District (WA),0.0,2024-25,,,,47.15,32.0,Mid-size
Naselle-Grays River Valley School District (WA),0.0,2015-16,0.0,,,24.89,43.0,Distant Rural
Naselle-Grays River Valley School District (WA),0.0,2016-17,0.0,,,22.99,43.0,Distant Rural
Naselle-Grays River Valley School District (WA),0.0,2017-18,0.0,,,24.27,43.0,Distant Rural
Naselle-Grays River Valley School District (WA),0.0,2018-19,0.0,,,25.65,43.0,Distant Rural
Naselle-Grays River Valley School District (WA),0.0,2019-20,0.0,,,25.68,43.0,Distant Rural
Naselle-Grays River Valley School District (WA),0.0,2020-21,0.0,,,25.98,43.0,Distant Rural
Naselle-Grays River Valley School District (WA),0.0,2021-22,0.0,,,29.0,43.0,Distant Rural
Naselle-Grays River Valley School District (WA),0.0,2022-23,0.0,,,21.0,43.0,Distant Rural
Naselle-Grays River Valley School District (WA),0.0,2023-24,,,,21.29,43.0,Distant Rural
Naselle-Grays River Valley School District (WA),0.0,2024-25,,,,18.96,43.0,Distant Rural
Nespelem School District #14 (WA),0.0,2015-16,0.0,,,9.0,43.0,Distant Rural
Nespelem School District #14 (WA),0.0,2016-17,0.0,,,10.87,43.0,Distant Rural
Nespelem School District #14 (WA),0.0,2017-18,0.0,,,9.0,43.0,Distant Rural
Nespelem School District #14 (WA),1.0,2018-19,1.0,160.0,9.0,9.0,43.0,Distant Rural
Nespelem School District #14 (WA),1.0,2019-20,1.0,157.0,10.0,10.0,43.0,Distant Rural
Nespelem School District #14 (WA),0.0,2020-21,0.0,,,8.26,43.0,Distant Rural
Nespelem School District #14 (WA),0.0,2021-22,0.0,,,10.0,43.0,Distant Rural
Nespelem School District #14 (WA),0.0,2022-23,0.0,,,12.0,43.0,Distant Rural
Nespelem School District #14 (WA),0.0,2023-24,,,,11.41,43.0,Distant Rural
Nespelem School District #14 (WA),0.0,2024-25,,,,13.16,43.0,Distant Rural
Newport School District (WA),0.0,2015-16,0.0,,,64.7,32.0,Mid-size
Newport School District (WA),0.0,2016-17,0.0,,,66.12,32.0,Mid-size
Newport School District (WA),0.0,2017-18,0.0,,,67.0,32.0,Mid-size
Newport School District (WA),0.0,2018-19,0.0,,,70.83,32.0,Mid-size
Newport School District (WA),0.0,2019-20,0.0,,,69.51,32.0,Mid-size
Newport School District (WA),0.0,2020-21,0.0,,,69.81,32.0,Mid-size
Newport School District (WA),0.0,2021-22,0.0,,,74.37,32.0,Mid-size
Newport School District (WA),0.0,2022-23,0.0,,,72.0,32.0,Mid-size
Newport School District (WA),0.0,2023-24,,,,73.13,43.0,Distant Rural
Newport School District (WA),0.0,2024-25,,,,76.99,43.0,Distant Rural
Nine Mile Falls School District (WA),0.16,2015-16,0.03,9056.0,518.0,82.8,31.0,Mid-size
Nine Mile Falls School District (WA),0.37,2016-17,0.07,3903.0,227.0,84.1,31.0,Mid-size
Nine Mile Falls School District (WA),0.37,2017-18,0.07,3862.0,228.0,84.21,31.0,Mid-size
Nine Mile Falls School District (WA),1.0,2018-19,0.2,1406.0,85.0,85.26,31.0,Mid-size
Nine Mile Falls School District (WA),0.0,2019-20,0.0,,,86.76,31.0,Mid-size
Nine Mile Falls School District (WA),0.0,2020-21,0.0,,,83.67,31.0,Mid-size
Nine Mile Falls School District (WA),0.0,2021-22,0.0,,,90.28,31.0,Mid-size
Nine Mile Falls School District (WA),0.0,2022-23,0.0,,,88.0,31.0,Mid-size
Nine Mile Falls School District (WA),0.0,2023-24,,,,88.21,41.0,Rural
Nine Mile Falls School District (WA),0.0,2024-25,,,,86.54,41.0,Rural
Nooksack Valley School District (WA),0.0,2015-16,0.0,,,94.02,41.0,Rural
Nooksack Valley School District (WA),0.0,2016-17,0.0,,,98.3,41.0,Rural
Nooksack Valley School District (WA),0.0,2017-18,0.0,,,110.11,41.0,Rural
Nooksack Valley School District (WA),0.0,2018-19,0.0,,,110.6,41.0,Rural
Nooksack Valley School District (WA),0.0,2019-20,0.0,,,118.71,41.0,Rural
Nooksack Valley School District (WA),0.0,2020-21,0.0,,,119.2,41.0,Rural
Nooksack Valley School District (WA),0.0,2021-22,0.0,,,109.81,41.0,Rural
Nooksack Valley School District (WA),0.0,2022-23,0.0,,,127.0,41.0,Rural
Nooksack Valley School District (WA),0.0,2023-24,,,,121.99,42.0,Distant Rural
Nooksack Valley School District (WA),0.0,2024-25,,,,117.22,42.0,Distant Rural
North Beach School District (WA),0.0,2015-16,0.0,,,38.94,41.0,Rural
North Beach School District (WA),0.0,2016-17,0.0,,,39.23,41.0,Rural
North Beach School District (WA),0.0,2017-18,0.0,,,37.04,41.0,Rural
North Beach School District (WA),0.0,2018-19,0.0,,,37.21,41.0,Rural
North Beach School District (WA),0.0,2019-20,0.0,,,46.04,41.0,Rural
North Beach School District (WA),0.0,2020-21,0.0,,,47.28,41.0,Rural
North Beach School District (WA),0.0,2021-22,0.0,,,49.76,41.0,Rural
North Beach School District (WA),0.0,2022-23,0.0,,,47.0,41.0,Rural
North Beach School District (WA),0.0,2023-24,,,,45.96,33.0,Mid-size
North Beach School District (WA),0.0,2024-25,,,,45.7,33.0,Mid-size
North Franklin School District (WA),2.5,2015-16,0.31,846.0,50.0,124.13,41.0,Rural
North Franklin School District (WA),2.5,2016-17,0.31,864.0,51.0,126.76,41.0,Rural
North Franklin School District (WA),2.5,2017-18,0.28,876.0,52.0,131.14,41.0,Rural
North Franklin School District (WA),2.5,2018-19,0.28,876.0,51.0,128.07,41.0,Rural
North Franklin School District (WA),2.5,2019-20,0.28,867.0,50.0,123.9,41.0,Rural
North Franklin School District (WA),2.5,2020-21,0.28,826.0,47.0,116.71,41.0,Rural
North Franklin School District (WA),2.5,2021-22,0.28,828.0,50.0,125.0,41.0,Rural
North Franklin School District (WA),2.5,2022-23,0.28,815.0,53.0,133.0,41.0,Rural
North Franklin School District (WA),2.5,2023-24,0.28,830.0,52.0,129.81,32.0,Mid-size
North Franklin School District (WA),2.5,2024-25,0.28,831.0,49.0,122.52,32.0,Mid-size
North Kitsap School District (WA),8.83,2015-16,0.68,694.0,36.0,319.91,22.0,Suburban
North Kitsap School District (WA),9.6,2016-17,0.74,621.0,34.0,325.52,22.0,Suburban
North Kitsap School District (WA),8.6,2017-18,0.66,697.0,36.0,308.13,22.0,Suburban
North Kitsap School District (WA),9.63,2018-19,0.69,623.0,33.0,313.06,22.0,Suburban
North Kitsap School District (WA),7.6,2019-20,0.54,799.0,40.0,305.08,22.0,Suburban
North Kitsap School District (WA),7.2,2020-21,0.51,759.0,40.0,290.33,22.0,Suburban
North Kitsap School District (WA),9.6,2021-22,0.69,569.0,31.0,300.07,22.0,Suburban
North Kitsap School District (WA),9.6,2022-23,0.69,564.0,33.0,316.0,22.0,Suburban
North Kitsap School District (WA),9.6,2023-24,0.69,559.0,30.0,286.57,22.0,Suburban
North Kitsap School District (WA),9.6,2024-25,0.69,555.0,30.0,285.67,22.0,Suburban
North Mason School District (WA),0.0,2015-16,0.0,,,120.8,41.0,Rural
North Mason School District (WA),0.0,2016-17,0.0,,,122.12,41.0,Rural
North Mason School District (WA),0.0,2017-18,0.0,,,125.54,41.0,Rural
North Mason School District (WA),0.0,2018-19,0.0,,,128.47,41.0,Rural
North Mason School District (WA),0.0,2019-20,0.0,,,136.5,41.0,Rural
North Mason School District (WA),0.0,2020-21,0.0,,,127.69,41.0,Rural
North Mason School District (WA),0.0,2021-22,0.0,,,126.96,41.0,Rural
North Mason School District (WA),0.0,2022-23,0.0,,,143.0,41.0,Rural
North Mason School District (WA),0.0,2023-24,,,,139.74,41.0,Rural
North Mason School District (WA),0.0,2024-25,,,,132.74,41.0,Rural
North River School District (WA),0.0,2015-16,0.0,,,9.0,43.0,Distant Rural
North River School District (WA),0.0,2016-17,0.0,,,10.39,43.0,Distant Rural
North River School District (WA),0.0,2017-18,0.0,,,9.86,43.0,Distant Rural
North River School District (WA),0.0,2018-19,0.0,,,10.01,43.0,Distant Rural
North River School District (WA),0.0,2019-20,0.0,,,9.7,43.0,Distant Rural
North River School District (WA),0.0,2020-21,0.0,,,9.59,43.0,Distant Rural
North River School District (WA),0.0,2021-22,0.0,,,9.3,43.0,Distant Rural
North River School District (WA),0.0,2022-23,0.0,,,8.0,43.0,Distant Rural
North River School District (WA),0.0,2023-24,,,,8.27,43.0,Distant Rural
North River School District (WA),0.0,2024-25,,,,6.75,43.0,Distant Rural
North Thurston Public Schools (WA),18.93,2015-16,0.9,787.0,43.0,814.77,22.0,Suburban
North Thurston Public Schools (WA),19.0,2016-17,0.86,787.0,44.0,838.68,22.0,Suburban
North Thurston Public Schools (WA),14.34,2017-18,0.65,1062.0,59.0,839.14,22.0,Suburban
North Thurston Public Schools (WA),13.87,2018-19,0.63,1100.0,62.0,864.48,22.0,Suburban
North Thurston Public Schools (WA),14.04,2019-20,0.64,1114.0,59.0,829.79,13.0,Urban
North Thurston Public Schools (WA),14.04,2020-21,0.64,1046.0,59.0,825.98,13.0,Urban
North Thurston Public Schools (WA),14.14,2021-22,0.59,1063.0,57.0,812.87,13.0,Urban
North Thurston Public Schools (WA),14.5,2022-23,0.6,1043.0,60.0,867.0,13.0,Urban
North Thurston Public Schools (WA),19.6,2023-24,0.82,775.0,43.0,846.03,13.0,Urban
North Thurston Public Schools (WA),12.22,2024-25,0.51,1241.0,71.0,862.82,13.0,Urban
Northport School District (WA),0.0,2015-16,-0.33,-227.0,-16.0,15.92,43.0,Distant Rural
Northport School District (WA),0.0,2016-17,0.0,,,16.47,43.0,Distant Rural
Northport School District (WA),0.0,2017-18,0.0,,,17.96,43.0,Distant Rural
Northport School District (WA),0.0,2018-19,0.0,,,18.83,43.0,Distant Rural
Northport School District (WA),0.0,2019-20,0.0,,,16.7,43.0,Distant Rural
Northport School District (WA),0.0,2020-21,0.0,,,20.07,43.0,Distant Rural
Northport School District (WA),0.0,2021-22,0.0,,,21.37,43.0,Distant Rural
Northport School District (WA),0.0,2022-23,0.0,,,20.0,43.0,Distant Rural
Northport School District (WA),0.0,2023-24,,,,21.48,43.0,Distant Rural
Northport School District (WA),0.0,2024-25,,,,22.0,43.0,Distant Rural
Northshore School District (WA),33.99,2015-16,0.97,632.0,32.0,1082.17,21.0,Suburban
Northshore School District (WA),34.73,2016-17,0.96,631.0,32.0,1106.42,21.0,Suburban
Northshore School District (WA),12.8,2017-18,0.36,1768.0,93.0,1185.08,21.0,Suburban
Northshore School District (WA),12.8,2018-19,0.36,1836.0,95.0,1218.25,21.0,Suburban
Northshore School District (WA),12.8,2019-20,0.35,1868.0,100.0,1275.3,21.0,Suburban
Northshore School District (WA),12.8,2020-21,0.33,1821.0,101.0,1298.35,21.0,Suburban
Northshore School District (WA),13.0,2021-22,0.33,1767.0,94.0,1216.36,21.0,Suburban
Northshore School District (WA),13.0,2022-23,0.33,1765.0,102.0,1326.0,21.0,Suburban
Northshore School District (WA),12.6,2023-24,0.32,1840.0,103.0,1298.72,21.0,Suburban
Northshore School District (WA),12.6,2024-25,0.32,1804.0,97.0,1217.12,21.0,Suburban
Oak Harbor School District (WA),5.83,2015-16,0.53,1005.0,53.0,308.31,32.0,Mid-size
Oak Harbor School District (WA),5.99,2016-17,0.54,991.0,51.0,305.51,32.0,Mid-size
Oak Harbor School District (WA),5.96,2017-18,0.54,990.0,54.0,322.99,32.0,Mid-size
Oak Harbor School District (WA),5.73,2018-19,0.52,1050.0,58.0,334.41,32.0,Mid-size
Oak Harbor School District (WA),4.15,2019-20,0.38,1477.0,84.0,348.79,32.0,Mid-size
Oak Harbor School District (WA),3.0,2020-21,0.25,1922.0,109.0,327.24,32.0,Mid-size
Oak Harbor School District (WA),5.71,2021-22,0.48,999.0,62.0,354.52,32.0,Mid-size
Oak Harbor School District (WA),5.7,2022-23,0.48,1005.0,65.0,369.0,32.0,Mid-size
Oak Harbor School District (WA),5.7,2023-24,0.48,1020.0,61.0,344.86,32.0,Mid-size
Oak Harbor School District (WA),5.7,2024-25,0.48,989.0,59.0,337.19,32.0,Mid-size
Oakesdale School District (WA),0.0,2015-16,0.0,,,10.51,43.0,Distant Rural
Oakesdale School District (WA),0.0,2016-17,0.0,,,10.57,43.0,Distant Rural
Oakesdale School District (WA),0.0,2017-18,0.0,,,12.35,43.0,Distant Rural
Oakesdale School District (WA),0.0,2018-19,0.0,,,11.26,43.0,Distant Rural
Oakesdale School District (WA),0.0,2019-20,0.0,,,11.85,43.0,Distant Rural
Oakesdale School District (WA),0.0,2020-21,0.0,,,11.85,43.0,Distant Rural
Oakesdale School District (WA),0.0,2021-22,0.0,,,10.83,43.0,Distant Rural
Oakesdale School District (WA),0.0,2022-23,0.0,,,11.0,43.0,Distant Rural
Oakesdale School District (WA),0.0,2023-24,,,,11.5,43.0,Distant Rural
Oakesdale School District (WA),0.0,2024-25,,,,12.51,43.0,Distant Rural
Oakville School District (WA),0.0,2015-16,0.0,,,19.0,42.0,Distant Rural
Oakville School District (WA),0.0,2016-17,0.0,,,18.58,42.0,Distant Rural
Oakville School District (WA),0.0,2017-18,0.0,,,14.5,42.0,Distant Rural
Oakville School District (WA),0.0,2018-19,0.0,,,16.34,42.0,Distant Rural
Oakville School District (WA),0.0,2019-20,0.0,,,20.31,42.0,Distant Rural
Oakville School District (WA),0.0,2020-21,0.0,,,20.25,42.0,Distant Rural
Oakville School District (WA),0.33,2021-22,0.08,1015.0,72.0,23.68,42.0,Distant Rural
Oakville School District (WA),0.33,2022-23,0.08,1033.0,82.0,27.0,42.0,Distant Rural
Oakville School District (WA),0.67,2023-24,0.17,509.0,36.0,24.26,42.0,Distant Rural
Oakville School District (WA),0.78,2024-25,0.2,410.0,29.0,22.37,42.0,Distant Rural
Ocean Beach School District (WA),0.0,2015-16,0.0,,,52.19,42.0,Distant Rural
Ocean Beach School District (WA),0.0,2016-17,0.0,,,53.62,42.0,Distant Rural
Ocean Beach School District (WA),0.0,2017-18,0.0,,,57.6,42.0,Distant Rural
Ocean Beach School District (WA),0.0,2018-19,0.0,,,57.59,42.0,Distant Rural
Ocean Beach School District (WA),0.0,2019-20,0.0,,,53.22,42.0,Distant Rural
Ocean Beach School District (WA),0.0,2020-21,0.0,,,49.78,42.0,Distant Rural
Ocean Beach School District (WA),0.0,2021-22,0.0,,,58.55,42.0,Distant Rural
Ocean Beach School District (WA),0.0,2022-23,0.0,,,64.0,42.0,Distant Rural
Ocean Beach School District (WA),0.0,2023-24,,,,54.62,41.0,Rural
Ocean Beach School District (WA),0.0,2024-25,,,,51.7,41.0,Rural
Ocosta School District (WA),0.7,2015-16,0.35,864.0,56.0,39.49,42.0,Distant Rural
Ocosta School District (WA),0.4,2016-17,0.2,1558.0,99.0,39.41,42.0,Distant Rural
Ocosta School District (WA),0.4,2017-18,0.2,1465.0,100.0,39.97,42.0,Distant Rural
Ocosta School District (WA),0.85,2018-19,0.43,745.0,45.0,38.53,42.0,Distant Rural
Ocosta School District (WA),0.85,2019-20,0.43,748.0,49.0,41.69,42.0,Distant Rural
Ocosta School District (WA),0.85,2020-21,0.43,728.0,45.0,37.83,42.0,Distant Rural
Ocosta School District (WA),0.95,2021-22,0.32,638.0,39.0,36.97,42.0,Distant Rural
Ocosta School District (WA),0.87,2022-23,0.29,669.0,43.0,37.0,42.0,Distant Rural
Ocosta School District (WA),0.87,2023-24,0.29,678.0,47.0,40.96,42.0,Distant Rural
Ocosta School District (WA),1.2,2024-25,0.4,500.0,34.0,40.23,42.0,Distant Rural
Odessa School District (WA),0.0,2015-16,0.0,,,18.02,43.0,Distant Rural
Odessa School District (WA),0.0,2016-17,0.0,,,17.9,43.0,Distant Rural
Odessa School District (WA),0.0,2017-18,0.0,,,18.46,43.0,Distant Rural
Odessa School District (WA),0.0,2018-19,0.0,,,18.67,43.0,Distant Rural
Odessa School District (WA),0.0,2019-20,0.0,,,18.91,43.0,Distant Rural
Odessa School District (WA),0.0,2020-21,0.0,,,18.84,43.0,Distant Rural
Odessa School District (WA),0.0,2021-22,0.0,,,17.35,43.0,Distant Rural
Odessa School District (WA),0.0,2022-23,0.0,,,17.0,43.0,Distant Rural
Odessa School District (WA),0.0,2023-24,,,,16.89,43.0,Distant Rural
Odessa School District (WA),0.0,2024-25,,,,17.66,43.0,Distant Rural
Office Of The Governor (Sch For Blind) (WA),0.0,2015-16,0.0,,,0.0,12.0,Urban
Office Of The Governor (Sch For Blind) (WA),0.0,2016-17,0.0,,,0.0,12.0,Urban
Office Of The Governor (Sch For Blind) (WA),0.0,2017-18,0.0,,,0.0,12.0,Urban
Office Of The Governor (Sch For Blind) (WA),0.0,2018-19,0.0,,,0.0,12.0,Urban
Office Of The Governor (Sch For Blind) (WA),0.0,2019-20,0.0,,,0.0,12.0,Urban
Office Of The Governor (Sch For Blind) (WA),0.0,2020-21,0.0,,,0.0,12.0,Urban
Office Of The Governor (Sch For Blind) (WA),0.0,2021-22,0.0,,,0.0,12.0,Urban
Office Of The Governor (Sch For Blind) (WA),0.0,2022-23,0.0,,,0.0,12.0,Urban
Office Of The Governor (Sch For Blind) (WA),0.0,2023-24,,,,0.0,12.0,Urban
Office Of The Governor (Sch For Blind) (WA),0.0,2024-25,0.0,,,0.0,12.0,Urban
Okanogan School District (WA),1.0,2015-16,0.17,1113.0,56.0,56.13,33.0,Mid-size
Okanogan School District (WA),1.0,2016-17,0.17,1133.0,58.0,58.28,33.0,Mid-size
Okanogan School District (WA),1.0,2017-18,0.17,1135.0,59.0,59.36,33.0,Mid-size
Okanogan School District (WA),1.0,2018-19,0.17,1147.0,58.0,57.64,33.0,Mid-size
Okanogan School District (WA),1.0,2019-20,0.17,1158.0,59.0,59.31,33.0,Mid-size
Okanogan School District (WA),2.0,2020-21,0.33,554.0,29.0,58.26,33.0,Mid-size
Okanogan School District (WA),1.0,2021-22,0.17,1042.0,61.0,60.75,33.0,Mid-size
Okanogan School District (WA),1.0,2022-23,0.17,1065.0,63.0,63.0,33.0,Mid-size
Okanogan School District (WA),2.0,2023-24,0.33,543.0,32.0,63.69,33.0,Mid-size
Okanogan School District (WA),2.0,2024-25,0.33,521.0,31.0,61.59,33.0,Mid-size
Olympia School District (WA),15.8,2015-16,0.75,632.0,32.0,503.33,13.0,Urban
Olympia School District (WA),15.8,2016-17,0.75,645.0,33.0,515.99,13.0,Urban
Olympia School District (WA),15.8,2017-18,0.75,617.0,34.0,536.58,13.0,Urban
Olympia School District (WA),12.55,2018-19,0.6,790.0,43.0,540.94,13.0,Urban
Olympia School District (WA),12.91,2019-20,0.61,779.0,43.0,554.89,13.0,Urban
Olympia School District (WA),12.71,2020-21,0.61,747.0,43.0,542.18,13.0,Urban
Olympia School District (WA),11.86,2021-22,0.59,802.0,45.0,532.92,13.0,Urban
Olympia School District (WA),12.51,2022-23,0.63,770.0,45.0,567.0,13.0,Urban
Olympia School District (WA),12.62,2023-24,0.63,757.0,42.0,531.14,13.0,Urban
Olympia School District (WA),12.71,2024-25,0.64,738.0,42.0,527.51,13.0,Urban
Omak School District (WA),0.0,2015-16,0.0,,,231.1,33.0,Mid-size
Omak School District (WA),0.0,2016-17,0.0,,,221.37,33.0,Mid-size
Omak School District (WA),0.0,2017-18,0.0,,,223.75,33.0,Mid-size
Omak School District (WA),0.0,2018-19,0.0,,,241.23,33.0,Mid-size
Omak School District (WA),0.0,2019-20,0.0,,,249.62,33.0,Mid-size
Omak School District (WA),0.0,2020-21,0.0,,,291.26,33.0,Mid-size
Omak School District (WA),0.0,2021-22,0.0,,,287.28,33.0,Mid-size
Omak School District (WA),0.0,2022-23,0.0,,,296.0,33.0,Mid-size
Omak School District (WA),0.0,2023-24,,,,254.07,33.0,Mid-size
Omak School District (WA),0.0,2024-25,,,,265.93,33.0,Mid-size
Onalaska School District (WA),0.0,2015-16,0.0,,,44.09,42.0,Distant Rural
Onalaska School District (WA),0.0,2016-17,0.0,,,47.0,42.0,Distant Rural
Onalaska School District (WA),0.0,2017-18,0.0,,,50.06,42.0,Distant Rural
Onalaska School District (WA),0.0,2018-19,0.0,,,49.13,42.0,Distant Rural
Onalaska School District (WA),0.0,2019-20,0.0,,,49.93,42.0,Distant Rural
Onalaska School District (WA),0.0,2020-21,0.0,,,48.28,42.0,Distant Rural
Onalaska School District (WA),0.0,2021-22,0.0,,,49.08,42.0,Distant Rural
Onalaska School District (WA),0.0,2022-23,0.0,,,52.0,42.0,Distant Rural
Onalaska School District (WA),0.0,2023-24,,,,53.01,42.0,Distant Rural
Onalaska School District (WA),0.0,2024-25,,,,51.03,42.0,Distant Rural
Onion Creek School District (WA),0.0,2015-16,0.0,,,3.44,43.0,Distant Rural
Onion Creek School District (WA),0.0,2016-17,0.0,,,3.45,43.0,Distant Rural
Onion Creek School District (WA),0.0,2017-18,0.0,,,3.06,43.0,Distant Rural
Onion Creek School District (WA),0.0,2018-19,0.0,,,3.83,43.0,Distant Rural
Onion Creek School District (WA),0.0,2019-20,0.0,,,4.16,43.0,Distant Rural
Onion Creek School District (WA),0.0,2020-21,0.0,,,4.01,43.0,Distant Rural
Onion Creek School District (WA),0.0,2021-22,0.0,,,4.0,43.0,Distant Rural
Onion Creek School District (WA),0.0,2022-23,0.0,,,4.0,43.0,Distant Rural
Onion Creek School District (WA),0.0,2023-24,,,,3.99,43.0,Distant Rural
Onion Creek School District (WA),0.0,2024-25,,,,4.46,43.0,Distant Rural
Orcas Island School District (WA),0.0,2015-16,0.0,,,44.91,42.0,Distant Rural
Orcas Island School District (WA),0.0,2016-17,0.0,,,45.18,42.0,Distant Rural
Orcas Island School District (WA),0.0,2017-18,0.0,,,40.67,42.0,Distant Rural
Orcas Island School District (WA),0.0,2018-19,0.0,,,44.86,42.0,Distant Rural
Orcas Island School District (WA),0.0,2019-20,0.0,,,45.5,42.0,Distant Rural
Orcas Island School District (WA),0.0,2020-21,0.0,,,44.34,42.0,Distant Rural
Orcas Island School District (WA),0.0,2021-22,0.0,,,41.37,42.0,Distant Rural
Orcas Island School District (WA),0.0,2022-23,0.0,,,40.0,42.0,Distant Rural
Orcas Island School District (WA),0.0,2023-24,,,,36.94,42.0,Distant Rural
Orcas Island School District (WA),0.0,2024-25,,,,44.53,42.0,Distant Rural
Orchard Prairie School District (WA),0.0,2015-16,0.0,,,6.62,41.0,Rural
Orchard Prairie School District (WA),0.0,2016-17,0.0,,,6.65,41.0,Rural
Orchard Prairie School District (WA),0.0,2017-18,0.0,,,6.67,41.0,Rural
Orchard Prairie School District (WA),0.0,2018-19,0.0,,,7.02,41.0,Rural
Orchard Prairie School District (WA),0.0,2019-20,0.0,,,7.01,41.0,Rural
Orchard Prairie School District (WA),0.0,2020-21,0.0,,,7.03,41.0,Rural
Orchard Prairie School District (WA),0.0,2021-22,0.0,,,6.99,41.0,Rural
Orchard Prairie School District (WA),0.0,2022-23,0.0,,,7.0,41.0,Rural
Orchard Prairie School District (WA),0.0,2023-24,,,,7.0,41.0,Rural
Orchard Prairie School District (WA),0.0,2024-25,,,,6.32,41.0,Rural
Orient School District (WA),0.0,2015-16,0.0,,,4.5,43.0,Distant Rural
Orient School District (WA),0.0,2016-17,0.0,,,4.52,43.0,Distant Rural
Orient School District (WA),0.0,2017-18,0.0,,,4.5,43.0,Distant Rural
Orient School District (WA),0.0,2018-19,0.0,,,3.49,43.0,Distant Rural
