district,librarian_fte,year,librarians_per_school,students_per_librarian,teachers_per_librarian,teacher_fte
Mabton School District (WA),1.0,2017-18,0.33,890.0,55.0,54.74
Mabton School District (WA),1.0,2018-19,0.33,843.0,54.0,53.93
Mabton School District (WA),1.0,2019-20,0.33,869.0,51.0,50.8
Mabton School District (WA),1.0,2020-21,0.33,836.0,50.0,50.05
Mabton School District (WA),1.0,2021-22,0.33,814.0,46.0,45.91
Mabton School District (WA),1.0,2022-23,0.33,771.0,51.0,51.0
Mabton School District (WA),1.0,2023-24,0.33,777.0,45.0,45.34
Mabton School District (WA),1.0,2024-25,0.33,735.0,41.0,40.87
Mansfield School District (WA),0.0,2015-16,0.0,,,12.44
Mansfield School District (WA),0.0,2016-17,0.0,,,11.94
Mansfield School District (WA),0.0,2017-18,0.0,,,11.94
Mansfield School District (WA),0.0,2018-19,0.0,,,11.93
Mansfield School District (WA),0.0,2019-20,0.0,,,12.0
Mansfield School District (WA),0.0,2020-21,0.0,,,12.0
Mansfield School District (WA),0.0,2021-22,0.0,,,9.92
Mansfield School District (WA),0.0,2022-23,0.0,,,11.0
Mansfield School District (WA),0.0,2023-24,,,,12.0
Mansfield School District (WA),0.0,2024-25,,,,11.12
Manson School District (WA),0.0,2015-16,0.0,,,44.24
Manson School District (WA),0.0,2016-17,0.0,,,44.21
Manson School District (WA),0.0,2017-18,0.0,,,45.2
Manson School District (WA),0.0,2018-19,0.0,,,41.44
Manson School District (WA),0.0,2019-20,0.0,,,41.66
Manson School District (WA),0.0,2020-21,0.0,,,43.07
Manson School District (WA),0.0,2021-22,0.0,,,39.4
Manson School District (WA),0.0,2022-23,0.0,,,43.0
Manson School District (WA),0.0,2023-24,,,,43.68
Manson School District (WA),0.0,2024-25,,,,41.66
Mary M Knight School District (WA),0.0,2015-16,0.0,,,15.41
Mary M Knight School District (WA),0.0,2016-17,0.0,,,13.99
Mary M Knight School District (WA),0.0,2017-18,0.0,,,28.91
Mary M Knight School District (WA),0.0,2018-19,0.0,,,38.52
Mary M Knight School District (WA),0.0,2019-20,0.0,,,46.64
Mary M Knight School District (WA),0.0,2020-21,0.0,,,44.96
Mary M Knight School District (WA),0.0,2021-22,0.0,,,43.09
Mary M Knight School District (WA),0.0,2022-23,0.0,,,53.0
Mary M Knight School District (WA),0.0,2023-24,,,,42.5
Mary M Knight School District (WA),0.0,2024-25,,,,43.5
Mary Walker School District (WA),0.0,2015-16,0.0,,,29.97
Mary Walker School District (WA),0.0,2016-17,0.0,,,30.98
Mary Walker School District (WA),0.0,2017-18,0.0,,,31.0
Mary Walker School District (WA),0.0,2018-19,0.0,,,29.0
Mary Walker School District (WA),0.0,2019-20,0.0,,,26.64
Mary Walker School District (WA),0.0,2020-21,0.0,,,22.49
Mary Walker School District (WA),0.0,2021-22,0.0,,,25.44
Mary Walker School District (WA),0.0,2022-23,0.0,,,29.0
Mary Walker School District (WA),0.0,2023-24,,,,30.2
Mary Walker School District (WA),0.0,2024-25,,,,31.9
Marysville School District (WA),13.5,2015-16,0.48,833.0,42.0,567.56
Marysville School District (WA),13.5,2016-17,0.5,832.0,41.0,557.29
Marysville School District (WA),13.61,2017-18,0.57,819.0,36.0,491.23
Marysville School District (WA),12.5,2018-19,0.54,896.0,48.0,595.53
Marysville School District (WA),12.3,2019-20,0.53,893.0,48.0,595.76
Marysville School District (WA),10.8,2020-21,0.47,956.0,53.0,574.49
Marysville School District (WA),9.6,2021-22,0.42,1066.0,58.0,556.03
Marysville School District (WA),10.6,2022-23,0.44,962.0,52.0,554.0
Marysville School District (WA),12.2,2023-24,0.51,820.0,44.0,541.64
Marysville School District (WA),7.32,2024-25,0.31,1333.0,71.0,520.19
Mccleary School District (WA),0.0,2015-16,0.0,,,19.61
Mccleary School District (WA),0.0,2016-17,0.0,,,20.42
Mccleary School District (WA),0.0,2017-18,0.0,,,21.52
Mccleary School District (WA),0.0,2018-19,0.0,,,19.15
Mccleary School District (WA),0.0,2019-20,0.0,,,21.05
Mccleary School District (WA),0.0,2020-21,0.0,,,19.14
Mccleary School District (WA),0.0,2021-22,0.0,,,20.27
Mccleary School District (WA),0.0,2022-23,0.0,,,22.0
Mccleary School District (WA),0.0,2023-24,,,,19.88
Mccleary School District (WA),0.0,2024-25,,,,22.0
Mead School District (WA),6.43,2015-16,0.38,1535.0,77.0,497.86
Mead School District (WA),6.11,2016-17,0.36,1654.0,81.0,492.21
Mead School District (WA),9.0,2017-18,0.53,1153.0,58.0,517.92
Mead School District (WA),4.2,2018-19,0.25,2551.0,132.0,554.08
Mead School District (WA),0.0,2019-20,0.0,,,556.0
Mead School District (WA),0.4,2020-21,0.03,25583.0,1389.0,555.42
Mead School District (WA),1.0,2021-22,0.06,10141.0,536.0,536.33
Mead School District (WA),0.5,2022-23,0.03,20640.0,1136.0,568.0
Mead School District (WA),0.5,2023-24,0.03,20820.0,1164.0,581.77
Mead School District (WA),0.0,2024-25,,,,574.06
Medical Lake School District (WA),2.0,2015-16,0.4,955.0,51.0,102.36
Medical Lake School District (WA),2.0,2016-17,0.4,944.0,55.0,110.29
Medical Lake School District (WA),2.0,2017-18,0.4,945.0,56.0,111.31
Medical Lake School District (WA),2.78,2018-19,0.56,710.0,41.0,114.7
Medical Lake School District (WA),2.8,2019-20,0.56,714.0,41.0,113.98
Medical Lake School District (WA),2.5,2020-21,0.5,730.0,46.0,114.32
Medical Lake School District (WA),1.5,2021-22,0.3,1247.0,79.0,118.44
Medical Lake School District (WA),2.5,2022-23,0.63,759.0,46.0,114.0
Medical Lake School District (WA),2.5,2023-24,0.63,744.0,47.0,117.04
Medical Lake School District (WA),2.5,2024-25,0.63,737.0,45.0,113.14
Mercer Island School District (WA),4.2,2015-16,0.84,1060.0,53.0,224.42
Mercer Island School District (WA),5.16,2016-17,0.86,871.0,45.0,229.7
Mercer Island School District (WA),5.3,2017-18,0.88,855.0,45.0,237.0
Mercer Island School District (WA),4.12,2018-19,0.69,1098.0,59.0,244.96
Mercer Island School District (WA),4.99,2019-20,0.83,901.0,49.0,244.06
Mercer Island School District (WA),5.0,2020-21,0.83,838.0,47.0,237.2
Mercer Island School District (WA),5.15,2021-22,0.86,789.0,43.0,219.55
Mercer Island School District (WA),4.4,2022-23,0.73,922.0,49.0,215.0
Mercer Island School District (WA),3.61,2023-24,0.6,1101.0,60.0,217.29
Mercer Island School District (WA),1.22,2024-25,0.2,3273.0,182.0,221.98
Meridian School District (WA),0.0,2015-16,0.0,,,89.85
Meridian School District (WA),0.0,2016-17,0.0,,,85.11
Meridian School District (WA),0.0,2017-18,0.0,,,88.89
Meridian School District (WA),0.0,2018-19,0.0,,,89.87
Meridian School District (WA),0.0,2019-20,0.0,,,96.89
Meridian School District (WA),0.0,2020-21,0.0,,,92.32
Meridian School District (WA),0.0,2021-22,0.0,,,98.91
Meridian School District (WA),0.0,2022-23,0.0,,,103.0
Meridian School District (WA),0.0,2023-24,,,,105.42
Meridian School District (WA),0.0,2024-25,,,,103.18
Methow Valley School District (WA),0.0,2015-16,0.0,,,37.2
Methow Valley School District (WA),0.0,2016-17,0.0,,,39.01
Methow Valley School District (WA),0.0,2017-18,0.0,,,39.35
Methow Valley School District (WA),0.0,2018-19,0.0,,,40.72
Methow Valley School District (WA),0.0,2019-20,0.0,,,42.55
Methow Valley School District (WA),0.0,2020-21,0.0,,,44.07
Methow Valley School District (WA),0.0,2021-22,0.0,,,47.41
Methow Valley School District (WA),0.98,2022-23,0.25,771.0,55.0,54.0
Methow Valley School District (WA),1.0,2023-24,0.25,772.0,49.0,48.63
Methow Valley School District (WA),1.0,2024-25,0.25,785.0,46.0,46.21
Mill A School District (WA),0.0,2015-16,0.0,,,2.01
Mill A School District (WA),0.0,2016-17,0.0,,,2.51
Mill A School District (WA),0.0,2017-18,0.0,,,11.03
Mill A School District (WA),0.0,2018-19,0.0,,,10.5
Mill A School District (WA),0.0,2019-20,0.0,,,9.5
Mill A School District (WA),0.0,2020-21,0.0,,,9.5
Mill A School District (WA),0.0,2021-22,0.0,,,9.8
Mill A School District (WA),0.0,2022-23,0.0,,,9.0
Mill A School District (WA),0.0,2023-24,,,,9.7
Mill A School District (WA),0.0,2024-25,,,,10.4
Monroe School District (WA),7.8,2015-16,0.56,898.0,39.0,305.54
Monroe School District (WA),8.0,2016-17,0.57,887.0,38.0,302.99
Monroe School District (WA),6.01,2017-18,0.43,1159.0,52.0,309.88
Monroe School District (WA),5.0,2018-19,0.36,1372.0,65.0,325.89
Monroe School District (WA),1.94,2019-20,0.14,3518.0,166.0,322.25
Monroe School District (WA),3.55,2020-21,0.25,1752.0,87.0,309.63
Monroe School District (WA),2.5,2021-22,0.18,2416.0,118.0,296.17
Monroe School District (WA),2.44,2022-23,0.2,2350.0,125.0,304.0
Monroe School District (WA),1.5,2023-24,0.13,3781.0,207.0,309.96
Monroe School District (WA),1.0,2024-25,0.08,5874.0,308.0,307.64
Montesano School District (WA),1.0,2015-16,0.33,1384.0,70.0,70.01
Montesano School District (WA),1.0,2016-17,0.33,1400.0,74.0,73.61
Montesano School District (WA),1.0,2017-18,0.33,1398.0,77.0,76.98
Montesano School District (WA),1.0,2018-19,0.33,1439.0,80.0,79.55
Montesano School District (WA),1.0,2019-20,0.33,1467.0,80.0,79.67
Montesano School District (WA),1.0,2020-21,0.33,1403.0,80.0,79.98
Montesano School District (WA),1.0,2021-22,0.33,1389.0,79.0,78.69
Montesano School District (WA),1.0,2022-23,0.33,1430.0,83.0,83.0
Montesano School District (WA),0.98,2023-24,0.33,1471.0,84.0,82.72
Montesano School District (WA),1.0,2024-25,0.33,1433.0,77.0,76.95
Morton School District (WA),0.0,2015-16,0.0,,,18.0
Morton School District (WA),0.0,2016-17,0.0,,,18.52
Morton School District (WA),0.0,2017-18,0.0,,,19.51
Morton School District (WA),0.0,2018-19,0.0,,,22.12
Morton School District (WA),0.0,2019-20,0.0,,,22.63
Morton School District (WA),0.0,2020-21,0.0,,,23.58
Morton School District (WA),0.0,2021-22,0.0,,,23.78
Morton School District (WA),0.0,2022-23,0.0,,,28.0
Morton School District (WA),0.0,2023-24,,,,27.94
Morton School District (WA),0.0,2024-25,,,,25.7
Moses Lake School District (WA),3.0,2015-16,0.19,2799.0,143.0,429.73
Moses Lake School District (WA),3.0,2016-17,0.19,2891.0,149.0,445.96
Moses Lake School District (WA),3.0,2017-18,0.19,2914.0,151.0,453.61
Moses Lake School District (WA),2.87,2018-19,0.18,3072.0,155.0,445.48
Moses Lake School District (WA),1.0,2019-20,0.06,8882.0,435.0,435.22
Moses Lake School District (WA),1.0,2020-21,0.06,8283.0,465.0,465.38
Moses Lake School District (WA),1.0,2021-22,0.05,8578.0,449.0,449.07
Moses Lake School District (WA),0.0,2022-23,0.0,,,477.0
Moses Lake School District (WA),0.0,2023-24,,,,496.2
Moses Lake School District (WA),0.0,2024-25,,,,406.95
Mossyrock School District (WA),0.0,2015-16,0.0,,,32.57
Mossyrock School District (WA),0.0,2016-17,0.0,,,31.98
Mossyrock School District (WA),0.0,2017-18,0.0,,,31.02
Mossyrock School District (WA),0.0,2018-19,0.0,,,32.01
Mossyrock School District (WA),0.0,2019-20,0.0,,,37.13
Mossyrock School District (WA),0.0,2020-21,0.0,,,35.96
Mossyrock School District (WA),0.0,2021-22,0.0,,,35.52
Mossyrock School District (WA),0.14,2022-23,0.05,4214.0,243.0,34.0
Mossyrock School District (WA),0.0,2023-24,,,,36.78
Mossyrock School District (WA),0.0,2024-25,,,,38.56
Mount Adams School District (WA),1.0,2015-16,0.25,950.0,64.0,64.41
Mount Adams School District (WA),1.0,2016-17,0.25,934.0,61.0,61.21
Mount Adams School District (WA),1.0,2017-18,0.25,935.0,63.0,62.88
Mount Adams School District (WA),1.0,2018-19,0.33,918.0,64.0,64.02
Mount Adams School District (WA),1.0,2019-20,0.33,911.0,63.0,62.7
Mount Adams School District (WA),0.0,2020-21,0.0,,,53.27
Mount Adams School District (WA),0.0,2021-22,,,,0.0
Mount Adams School District (WA),0.0,2022-23,0.0,,,61.0
Mount Adams School District (WA),0.0,2023-24,,,,66.72
Mount Adams School District (WA),0.0,2024-25,,,,65.03
Mount Baker School District (WA),1.0,2015-16,0.14,1933.0,114.0,113.84
Mount Baker School District (WA),1.0,2016-17,0.14,1936.0,115.0,114.62
Mount Baker School District (WA),1.0,2017-18,0.14,1873.0,108.0,108.27
Mount Baker School District (WA),1.1,2018-19,0.16,1736.0,105.0,115.55
Mount Baker School District (WA),1.1,2019-20,0.16,1685.0,104.0,113.97
Mount Baker School District (WA),1.19,2020-21,0.17,1453.0,96.0,114.69
Mount Baker School District (WA),1.5,2021-22,0.21,1129.0,81.0,121.99
Mount Baker School District (WA),1.5,2022-23,0.21,1128.0,72.0,108.0
Mount Baker School District (WA),1.33,2023-24,0.19,1208.0,74.0,97.92
Mount Baker School District (WA),1.32,2024-25,0.19,1197.0,70.0,91.74
Mount Pleasant School District (WA),0.0,2015-16,0.0,,,4.24
Mount Pleasant School District (WA),0.0,2016-17,0.0,,,4.56
Mount Pleasant School District (WA),0.0,2017-18,0.0,,,4.66
Mount Pleasant School District (WA),0.0,2018-19,0.0,,,4.66
Mount Pleasant School District (WA),0.0,2019-20,0.0,,,4.88
Mount Pleasant School District (WA),0.0,2020-21,0.0,,,4.88
Mount Pleasant School District (WA),0.0,2021-22,0.0,,,5.37
Mount Pleasant School District (WA),0.0,2022-23,0.0,,,5.0
Mount Pleasant School District (WA),0.0,2023-24,,,,5.01
Mount Pleasant School District (WA),0.0,2024-25,,,,5.01
Mount Vernon School District (WA),8.0,2015-16,0.67,848.0,46.0,367.53
Mount Vernon School District (WA),8.02,2016-17,0.62,844.0,49.0,389.69
Mount Vernon School District (WA),8.0,2017-18,0.62,864.0,50.0,398.16
Mount Vernon School District (WA),8.01,2018-19,0.62,862.0,51.0,408.46
Mount Vernon School District (WA),8.52,2019-20,0.66,809.0,47.0,396.86
Mount Vernon School District (WA),8.06,2020-21,0.58,818.0,50.0,406.13
Mount Vernon School District (WA),8.0,2021-22,0.57,833.0,48.0,380.35
Mount Vernon School District (WA),8.0,2022-23,0.57,818.0,52.0,416.0
Mount Vernon School District (WA),7.8,2023-24,0.56,826.0,51.0,397.72
Mount Vernon School District (WA),8.0,2024-25,0.57,791.0,47.0,375.7
Mukilteo School District (WA),11.5,2015-16,0.55,1335.0,69.0,788.4
Mukilteo School District (WA),18.0,2016-17,0.82,864.0,44.0,795.9
Mukilteo School District (WA),18.0,2017-18,0.75,861.0,49.0,878.57
Mukilteo School District (WA),18.0,2018-19,0.75,885.0,49.0,886.53
Mukilteo School District (WA),13.95,2019-20,0.58,1152.0,67.0,935.66
Mukilteo School District (WA),14.12,2020-21,0.59,1081.0,66.0,931.15
Mukilteo School District (WA),14.81,2021-22,0.59,1013.0,60.0,896.0
Mukilteo School District (WA),14.81,2022-23,0.59,1022.0,62.0,911.0
Mukilteo School District (WA),12.02,2023-24,0.5,1270.0,73.0,883.1
Mukilteo School District (WA),12.02,2024-25,0.5,1262.0,74.0,889.28
Naches Valley School District (WA),1.0,2015-16,0.25,1342.0,74.0,74.02
Naches Valley School District (WA),1.0,2016-17,0.33,1353.0,78.0,77.8
Naches Valley School District (WA),1.0,2017-18,0.33,1314.0,80.0,80.22
Naches Valley School District (WA),1.0,2018-19,0.33,1275.0,80.0,80.44
Naches Valley School District (WA),0.0,2019-20,0.0,,,75.71
Naches Valley School District (WA),0.0,2020-21,0.0,,,74.09
Naches Valley School District (WA),0.0,2021-22,0.0,,,80.93
Naches Valley School District (WA),0.0,2022-23,0.0,,,83.0
Naches Valley School District (WA),0.0,2023-24,,,,78.69
Naches Valley School District (WA),0.0,2024-25,,,,75.88
Napavine School District (WA),0.0,2015-16,0.0,,,45.86
Napavine School District (WA),0.0,2016-17,0.0,,,46.72
Napavine School District (WA),0.0,2017-18,0.0,,,47.03
Napavine School District (WA),0.0,2018-19,0.0,,,48.87
Napavine School District (WA),0.0,2019-20,0.0,,,46.08
Napavine School District (WA),0.0,2020-21,0.0,,,50.23
Napavine School District (WA),0.0,2021-22,0.0,,,46.41
Napavine School District (WA),0.0,2022-23,0.0,,,48.0
Napavine School District (WA),0.0,2023-24,,,,44.81
Napavine School District (WA),0.0,2024-25,,,,47.15
Naselle-Grays River Valley School District (WA),0.0,2015-16,0.0,,,24.89
Naselle-Grays River Valley School District (WA),0.0,2016-17,0.0,,,22.99
Naselle-Grays River Valley School District (WA),0.0,2017-18,0.0,,,24.27
Naselle-Grays River Valley School District (WA),0.0,2018-19,0.0,,,25.65
Naselle-Grays River Valley School District (WA),0.0,2019-20,0.0,,,25.68
Naselle-Grays River Valley School District (WA),0.0,2020-21,0.0,,,25.98
Naselle-Grays River Valley School District (WA),0.0,2021-22,0.0,,,29.0
Naselle-Grays River Valley School District (WA),0.0,2022-23,0.0,,,21.0
Naselle-Grays River Valley School District (WA),0.0,2023-24,,,,21.29
Naselle-Grays River Valley School District (WA),0.0,2024-25,,,,18.96
Nespelem School District #14 (WA),0.0,2015-16,0.0,,,9.0
Nespelem School District #14 (WA),0.0,2016-17,0.0,,,10.87
Nespelem School District #14 (WA),0.0,2017-18,0.0,,,9.0
Nespelem School District #14 (WA),1.0,2018-19,1.0,160.0,9.0,9.0
Nespelem School District #14 (WA),1.0,2019-20,1.0,157.0,10.0,10.0
Nespelem School District #14 (WA),0.0,2020-21,0.0,,,8.26
Nespelem School District #14 (WA),0.0,2021-22,0.0,,,10.0
Nespelem School District #14 (WA),0.0,2022-23,0.0,,,12.0
Nespelem School District #14 (WA),0.0,2023-24,,,,11.41
Nespelem School District #14 (WA),0.0,2024-25,,,,13.16
Newport School District (WA),0.0,2015-16,0.0,,,64.7
Newport School District (WA),0.0,2016-17,0.0,,,66.12
Newport School District (WA),0.0,2017-18,0.0,,,67.0
Newport School District (WA),0.0,2018-19,0.0,,,70.83
Newport School District (WA),0.0,2019-20,0.0,,,69.51
Newport School District (WA),0.0,2020-21,0.0,,,69.81
Newport School District (WA),0.0,2021-22,0.0,,,74.37
Newport School District (WA),0.0,2022-23,0.0,,,72.0
Newport School District (WA),0.0,2023-24,,,,73.13
Newport School District (WA),0.0,2024-25,,,,76.99
Nine Mile Falls School District (WA),0.16,2015-16,0.03,9056.0,518.0,82.8
Nine Mile Falls School District (WA),0.37,2016-17,0.07,3903.0,227.0,84.1
Nine Mile Falls School District (WA),0.37,2017-18,0.07,3862.0,228.0,84.21
Nine Mile Falls School District (WA),1.0,2018-19,0.2,1406.0,85.0,85.26
Nine Mile Falls School District (WA),0.0,2019-20,0.0,,,86.76
Nine Mile Falls School District (WA),0.0,2020-21,0.0,,,83.67
Nine Mile Falls School District (WA),0.0,2021-22,0.0,,,90.28
Nine Mile Falls School District (WA),0.0,2022-23,0.0,,,88.0
Nine Mile Falls School District (WA),0.0,2023-24,,,,88.21
Nine Mile Falls School District (WA),0.0,2024-25,,,,86.54
Nooksack Valley School District (WA),0.0,2015-16,0.0,,,94.02
Nooksack Valley School District (WA),0.0,2016-17,0.0,,,98.3
Nooksack Valley School District (WA),0.0,2017-18,0.0,,,110.11
Nooksack Valley School District (WA),0.0,2018-19,0.0,,,110.6
Nooksack Valley School District (WA),0.0,2019-20,0.0,,,118.71
Nooksack Valley School District (WA),0.0,2020-21,0.0,,,119.2
Nooksack Valley School District (WA),0.0,2021-22,0.0,,,109.81
Nooksack Valley School District (WA),0.0,2022-23,0.0,,,127.0
Nooksack Valley School District (WA),0.0,2023-24,,,,121.99
Nooksack Valley School District (WA),0.0,2024-25,,,,117.22
North Beach School District (WA),0.0,2015-16,0.0,,,38.94
North Beach School District (WA),0.0,2016-17,0.0,,,39.23
North Beach School District (WA),0.0,2017-18,0.0,,,37.04
North Beach School District (WA),0.0,2018-19,0.0,,,37.21
North Beach School District (WA),0.0,2019-20,0.0,,,46.04
North Beach School District (WA),0.0,2020-21,0.0,,,47.28
North Beach School District (WA),0.0,2021-22,0.0,,,49.76
North Beach School District (WA),0.0,2022-23,0.0,,,47.0
North Beach School District (WA),0.0,2023-24,,,,45.96
North Beach School District (WA),0.0,2024-25,,,,45.7
North Franklin School District (WA),2.5,2015-16,0.31,846.0,50.0,124.13
North Franklin School District (WA),2.5,2016-17,0.31,864.0,51.0,126.76
North Franklin School District (WA),2.5,2017-18,0.28,876.0,52.0,131.14
North Franklin School District (WA),2.5,2018-19,0.28,876.0,51.0,128.07
North Franklin School District (WA),2.5,2019-20,0.28,867.0,50.0,123.9
North Franklin School District (WA),2.5,2020-21,0.28,826.0,47.0,116.71
North Franklin School District (WA),2.5,2021-22,0.28,828.0,50.0,125.0
North Franklin School District (WA),2.5,2022-23,0.28,815.0,53.0,133.0
North Franklin School District (WA),2.5,2023-24,0.28,830.0,52.0,129.81
North Franklin School District (WA),2.5,2024-25,0.28,831.0,49.0,122.52
North Kitsap School District (WA),8.83,2015-16,0.68,694.0,36.0,319.91
North Kitsap School District (WA),9.6,2016-17,0.74,621.0,34.0,325.52
North Kitsap School District (WA),8.6,2017-18,0.66,697.0,36.0,308.13
North Kitsap School District (WA),9.63,2018-19,0.69,623.0,33.0,313.06
North Kitsap School District (WA),7.6,2019-20,0.54,799.0,40.0,305.08
North Kitsap School District (WA),7.2,2020-21,0.51,759.0,40.0,290.33
North Kitsap School District (WA),9.6,2021-22,0.69,569.0,31.0,300.07
North Kitsap School District (WA),9.6,2022-23,0.69,564.0,33.0,316.0
North Kitsap School District (WA),9.6,2023-24,0.69,559.0,30.0,286.57
North Kitsap School District (WA),9.6,2024-25,0.69,555.0,30.0,285.67
North Mason School District (WA),0.0,2015-16,0.0,,,120.8
North Mason School District (WA),0.0,2016-17,0.0,,,122.12
North Mason School District (WA),0.0,2017-18,0.0,,,125.54
North Mason School District (WA),0.0,2018-19,0.0,,,128.47
North Mason School District (WA),0.0,2019-20,0.0,,,136.5
North Mason School District (WA),0.0,2020-21,0.0,,,127.69
North Mason School District (WA),0.0,2021-22,0.0,,,126.96
North Mason School District (WA),0.0,2022-23,0.0,,,143.0
North Mason School District (WA),0.0,2023-24,,,,139.74
North Mason School District (WA),0.0,2024-25,,,,132.74
North River School District (WA),0.0,2015-16,0.0,,,9.0
North River School District (WA),0.0,2016-17,0.0,,,10.39
North River School District (WA),0.0,2017-18,0.0,,,9.86
North River School District (WA),0.0,2018-19,0.0,,,10.01
North River School District (WA),0.0,2019-20,0.0,,,9.7
North River School District (WA),0.0,2020-21,0.0,,,9.59
North River School District (WA),0.0,2021-22,0.0,,,9.3
North River School District (WA),0.0,2022-23,0.0,,,8.0
North River School District (WA),0.0,2023-24,,,,8.27
North River School District (WA),0.0,2024-25,,,,6.75
North Thurston Public Schools (WA),18.93,2015-16,0.9,787.0,43.0,814.77
North Thurston Public Schools (WA),19.0,2016-17,0.86,787.0,44.0,838.68
North Thurston Public Schools (WA),14.34,2017-18,0.65,1062.0,59.0,839.14
North Thurston Public Schools (WA),13.87,2018-19,0.63,1100.0,62.0,864.48
North Thurston Public Schools (WA),14.04,2019-20,0.64,1114.0,59.0,829.79
North Thurston Public Schools (WA),14.04,2020-21,0.64,1046.0,59.0,825.98
North Thurston Public Schools (WA),14.14,2021-22,0.59,1063.0,57.0,812.87
North Thurston Public Schools (WA),14.5,2022-23,0.6,1043.0,60.0,867.0
North Thurston Public Schools (WA),19.6,2023-24,0.82,775.0,43.0,846.03
North Thurston Public Schools (WA),12.22,2024-25,0.51,1241.0,71.0,862.82
Northport School District (WA),0.0,2015-16,-0.33,-227.0,-16.0,15.92
Northport School District (WA),0.0,2016-17,0.0,,,16.47
Northport School District (WA),0.0,2017-18,0.0,,,17.96
Northport School District (WA),0.0,2018-19,0.0,,,18.83
Northport School District (WA),0.0,2019-20,0.0,,,16.7
Northport School District (WA),0.0,2020-21,0.0,,,20.07
Northport School District (WA),0.0,2021-22,0.0,,,21.37
Northport School District (WA),0.0,2022-23,0.0,,,20.0
Northport School District (WA),0.0,2023-24,,,,21.48
Northport School District (WA),0.0,2024-25,,,,22.0
Northshore School District (WA),33.99,2015-16,0.97,632.0,32.0,1082.17
Northshore School District (WA),34.73,2016-17,0.96,631.0,32.0,1106.42
Northshore School District (WA),12.8,2017-18,0.36,1768.0,93.0,1185.08
Northshore School District (WA),12.8,2018-19,0.36,1836.0,95.0,1218.25
Northshore School District (WA),12.8,2019-20,0.35,1868.0,100.0,1275.3
Northshore School District (WA),12.8,2020-21,0.33,1821.0,101.0,1298.35
Northshore School District (WA),13.0,2021-22,0.33,1767.0,94.0,1216.36
Northshore School District (WA),13.0,2022-23,0.33,1765.0,102.0,1326.0
Northshore School District (WA),12.6,2023-24,0.32,1840.0,103.0,1298.72
Northshore School District (WA),12.6,2024-25,0.32,1804.0,97.0,1217.12
Oak Harbor School District (WA),5.83,2015-16,0.53,1005.0,53.0,308.31
Oak Harbor School District (WA),5.99,2016-17,0.54,991.0,51.0,305.51
Oak Harbor School District (WA),5.96,2017-18,0.54,990.0,54.0,322.99
Oak Harbor School District (WA),5.73,2018-19,0.52,1050.0,58.0,334.41
Oak Harbor School District (WA),4.15,2019-20,0.38,1477.0,84.0,348.79
Oak Harbor School District (WA),3.0,2020-21,0.25,1922.0,109.0,327.24
Oak Harbor School District (WA),5.71,2021-22,0.48,999.0,62.0,354.52
Oak Harbor School District (WA),5.7,2022-23,0.48,1005.0,65.0,369.0
Oak Harbor School District (WA),5.7,2023-24,0.48,1020.0,61.0,344.86
Oak Harbor School District (WA),5.7,2024-25,0.48,989.0,59.0,337.19
Oakesdale School District (WA),0.0,2015-16,0.0,,,10.51
Oakesdale School District (WA),0.0,2016-17,0.0,,,10.57
Oakesdale School District (WA),0.0,2017-18,0.0,,,12.35
Oakesdale School District (WA),0.0,2018-19,0.0,,,11.26
Oakesdale School District (WA),0.0,2019-20,0.0,,,11.85
Oakesdale School District (WA),0.0,2020-21,0.0,,,11.85
Oakesdale School District (WA),0.0,2021-22,0.0,,,10.83
Oakesdale School District (WA),0.0,2022-23,0.0,,,11.0
Oakesdale School District (WA),0.0,2023-24,,,,11.5
Oakesdale School District (WA),0.0,2024-25,,,,12.51
Oakville School District (WA),0.0,2015-16,0.0,,,19.0
Oakville School District (WA),0.0,2016-17,0.0,,,18.58
Oakville School District (WA),0.0,2017-18,0.0,,,14.5
Oakville School District (WA),0.0,2018-19,0.0,,,16.34
Oakville School District (WA),0.0,2019-20,0.0,,,20.31
Oakville School District (WA),0.0,2020-21,0.0,,,20.25
Oakville School District (WA),0.33,2021-22,0.08,1015.0,72.0,23.68
Oakville School District (WA),0.33,2022-23,0.08,1033.0,82.0,27.0
Oakville School District (WA),0.67,2023-24,0.17,509.0,36.0,24.26
Oakville School District (WA),0.78,2024-25,0.2,410.0,29.0,22.37
Ocean Beach School District (WA),0.0,2015-16,0.0,,,52.19
Ocean Beach School District (WA),0.0,2016-17,0.0,,,53.62
Ocean Beach School District (WA),0.0,2017-18,0.0,,,57.6
Ocean Beach School District (WA),0.0,2018-19,0.0,,,57.59
Ocean Beach School District (WA),0.0,2019-20,0.0,,,53.22
Ocean Beach School District (WA),0.0,2020-21,0.0,,,49.78
Ocean Beach School District (WA),0.0,2021-22,0.0,,,58.55
Ocean Beach School District (WA),0.0,2022-23,0.0,,,64.0
Ocean Beach School District (WA),0.0,2023-24,,,,54.62
Ocean Beach School District (WA),0.0,2024-25,,,,51.7
Ocosta School District (WA),0.7,2015-16,0.35,864.0,56.0,39.49
Ocosta School District (WA),0.4,2016-17,0.2,1558.0,99.0,39.41
Ocosta School District (WA),0.4,2017-18,0.2,1465.0,100.0,39.97
Ocosta School District (WA),0.85,2018-19,0.43,745.0,45.0,38.53
Ocosta School District (WA),0.85,2019-20,0.43,748.0,49.0,41.69
