district,librarian_fte,year,librarians_per_school,students_per_librarian,teachers_per_librarian,teacher_fte,locale_code,locale_tier,ela_pct_met_grade4,ela_pct_met_grade8,ela_pct_foundational_grade4,ela_pct_foundational_grade8
Sprague School District (WA),0.0,2024-25,,,,11.0,43.0,Distant Rural,,,,
St. John School District (WA),0.0,2015-16,0.0,,,13.11,43.0,Distant Rural,41.7,,,
St. John School District (WA),0.0,2016-17,0.0,,,15.06,43.0,Distant Rural,75.0,,,
St. John School District (WA),0.0,2017-18,0.0,,,15.09,43.0,Distant Rural,72.7,,,
St. John School District (WA),0.0,2018-19,0.0,,,15.0,43.0,Distant Rural,,,,
St. John School District (WA),0.0,2019-20,0.0,,,15.29,43.0,Distant Rural,,,,
St. John School District (WA),0.0,2020-21,0.0,,,14.2,43.0,Distant Rural,69.2,,,
St. John School District (WA),0.0,2021-22,0.0,,,14.04,43.0,Distant Rural,85.7,,,
St. John School District (WA),0.0,2022-23,0.0,,,15.0,43.0,Distant Rural,,,,
St. John School District (WA),0.0,2023-24,,,,14.81,43.0,Distant Rural,54.6,,72.7,
St. John School District (WA),0.0,2024-25,,,,13.0,43.0,Distant Rural,,,,
Stanwood-Camano School District (WA),4.8,2015-16,0.44,941.0,45.0,217.26,31.0,Mid-size,70.9,64.2,,
Stanwood-Camano School District (WA),5.3,2016-17,0.48,869.0,42.0,222.74,31.0,Mid-size,69.2,62.7,,
Stanwood-Camano School District (WA),6.3,2017-18,0.57,725.0,36.0,227.78,31.0,Mid-size,72.6,68.6,,
Stanwood-Camano School District (WA),5.3,2018-19,0.48,886.0,44.0,233.38,31.0,Mid-size,66.8,75.6,,
Stanwood-Camano School District (WA),1.0,2019-20,0.09,4883.0,253.0,253.41,31.0,Mid-size,,,,
Stanwood-Camano School District (WA),1.0,2020-21,0.09,4624.0,246.0,245.6,31.0,Mid-size,46.3,57.4,,
Stanwood-Camano School District (WA),2.0,2021-22,0.18,2321.0,122.0,244.57,31.0,Mid-size,49.1,57.6,,
Stanwood-Camano School District (WA),2.0,2022-23,0.18,2406.0,130.0,259.0,31.0,Mid-size,50.4,50.4,,
Stanwood-Camano School District (WA),1.0,2023-24,0.09,4861.0,252.0,252.12,31.0,Mid-size,44.8,50.9,69.3,74.6
Stanwood-Camano School District (WA),1.0,2024-25,0.09,4880.0,253.0,252.59,31.0,Mid-size,50.0,45.3,71.2,64.9
Star School District No. 054 (WA),0.0,2015-16,0.0,,,2.0,42.0,Distant Rural,,,,
Star School District No. 054 (WA),0.0,2016-17,0.0,,,2.0,42.0,Distant Rural,,,,
Star School District No. 054 (WA),0.0,2017-18,0.0,,,2.0,42.0,Distant Rural,,,,
Star School District No. 054 (WA),0.0,2018-19,0.0,,,2.0,42.0,Distant Rural,,,,
Star School District No. 054 (WA),0.0,2019-20,0.0,,,2.0,42.0,Distant Rural,,,,
Star School District No. 054 (WA),0.0,2020-21,0.0,,,2.0,42.0,Distant Rural,,,,
Star School District No. 054 (WA),0.0,2021-22,0.0,,,2.0,42.0,Distant Rural,,,,
Star School District No. 054 (WA),0.0,2022-23,,,,0.0,42.0,Distant Rural,,,,
Star School District No. 054 (WA),0.0,2023-24,,,,0.0,42.0,Distant Rural,,,,
Star School District No. 054 (WA),0.0,2024-25,,,,0.0,42.0,Distant Rural,,,,
Starbuck School District (WA),0.0,2015-16,0.0,,,2.45,43.0,Distant Rural,,,,
Starbuck School District (WA),0.0,2016-17,0.0,,,3.0,43.0,Distant Rural,,,,
Starbuck School District (WA),0.0,2017-18,0.0,,,2.0,43.0,Distant Rural,,,,
Starbuck School District (WA),0.0,2018-19,0.0,,,3.0,43.0,Distant Rural,,,,
Starbuck School District (WA),0.0,2019-20,0.0,,,3.0,43.0,Distant Rural,,,,
Starbuck School District (WA),0.0,2020-21,0.0,,,4.0,43.0,Distant Rural,,,,
Starbuck School District (WA),0.0,2021-22,0.0,,,4.0,43.0,Distant Rural,,,,
Starbuck School District (WA),0.0,2022-23,0.0,,,4.0,43.0,Distant Rural,,,,
Starbuck School District (WA),0.0,2023-24,,,,3.0,43.0,Distant Rural,,,,
Starbuck School District (WA),0.0,2024-25,,,,4.0,43.0,Distant Rural,,,,
Stehekin School District (WA),0.0,2015-16,0.0,,,1.0,43.0,Distant Rural,,,,
Stehekin School District (WA),0.0,2016-17,0.0,,,1.01,43.0,Distant Rural,,,,
Stehekin School District (WA),0.0,2017-18,0.0,,,1.01,43.0,Distant Rural,,,,
Stehekin School District (WA),0.0,2018-19,0.0,,,1.0,43.0,Distant Rural,,,,
Stehekin School District (WA),0.0,2019-20,0.0,,,1.0,43.0,Distant Rural,,,,
Stehekin School District (WA),0.0,2020-21,0.0,,,1.0,43.0,Distant Rural,,,,
Stehekin School District (WA),0.0,2021-22,0.0,,,1.01,43.0,Distant Rural,,,,
Stehekin School District (WA),0.0,2022-23,0.0,,,1.0,43.0,Distant Rural,,,,
Stehekin School District (WA),0.0,2023-24,,,,2.01,43.0,Distant Rural,,,,
Stehekin School District (WA),0.0,2024-25,,,,1.0,43.0,Distant Rural,,,,
Steilacoom Hist. School District (WA),2.0,2015-16,0.22,1582.0,79.0,157.41,21.0,Suburban,71.4,77.1,,
Steilacoom Hist. School District (WA),2.0,2016-17,0.22,1624.0,81.0,162.89,21.0,Suburban,60.6,63.7,,
Steilacoom Hist. School District (WA),2.0,2017-18,0.22,1655.0,83.0,166.03,21.0,Suburban,62.9,73.6,,
Steilacoom Hist. School District (WA),1.0,2018-19,0.1,3288.0,167.0,167.16,21.0,Suburban,64.1,72.1,,
Steilacoom Hist. School District (WA),0.0,2019-20,0.0,,,174.25,21.0,Suburban,,,,
Steilacoom Hist. School District (WA),0.0,2020-21,0.0,,,178.57,21.0,Suburban,56.5,48.5,,
Steilacoom Hist. School District (WA),0.0,2021-22,0.0,,,170.22,21.0,Suburban,50.9,44.2,,
Steilacoom Hist. School District (WA),0.0,2022-23,0.0,,,183.0,21.0,Suburban,40.8,53.4,,
Steilacoom Hist. School District (WA),0.0,2023-24,,,,162.41,21.0,Suburban,58.2,58.7,76.5,75.7
Steilacoom Hist. School District (WA),0.0,2024-25,,,,157.32,21.0,Suburban,54.5,61.8,77.0,85.4
Steptoe School District (WA),0.0,2015-16,0.0,,,3.68,42.0,Distant Rural,,,,
Steptoe School District (WA),0.0,2016-17,0.0,,,3.69,42.0,Distant Rural,,,,
Steptoe School District (WA),0.0,2017-18,0.0,,,3.69,42.0,Distant Rural,,,,
Steptoe School District (WA),0.0,2018-19,0.0,,,3.68,42.0,Distant Rural,,,,
Steptoe School District (WA),0.0,2019-20,0.0,,,3.74,42.0,Distant Rural,,,,
Steptoe School District (WA),0.0,2020-21,0.0,,,4.7,42.0,Distant Rural,,,,
Steptoe School District (WA),0.0,2021-22,0.0,,,4.67,42.0,Distant Rural,,,,
Steptoe School District (WA),0.0,2022-23,0.0,,,4.0,42.0,Distant Rural,,,,
Steptoe School District (WA),0.0,2023-24,,,,3.65,43.0,Distant Rural,,,,
Steptoe School District (WA),0.0,2024-25,,,,3.2,43.0,Distant Rural,,,,
Stevenson-Carson School District (WA),0.0,2015-16,0.0,,,51.1,42.0,Distant Rural,26.5,44.6,,
Stevenson-Carson School District (WA),0.0,2016-17,0.0,,,50.16,42.0,Distant Rural,36.2,31.0,,
Stevenson-Carson School District (WA),0.0,2017-18,0.0,,,45.93,42.0,Distant Rural,35.8,27.1,,
Stevenson-Carson School District (WA),0.0,2018-19,0.0,,,48.35,42.0,Distant Rural,39.4,55.2,,
Stevenson-Carson School District (WA),0.0,2019-20,0.0,,,45.6,42.0,Distant Rural,,,,
Stevenson-Carson School District (WA),0.0,2020-21,0.0,,,45.34,42.0,Distant Rural,29.6,50.0,,
Stevenson-Carson School District (WA),0.0,2021-22,0.0,,,45.2,42.0,Distant Rural,27.6,48.3,,
Stevenson-Carson School District (WA),0.0,2022-23,0.0,,,47.0,42.0,Distant Rural,43.1,42.6,,
Stevenson-Carson School District (WA),0.0,2023-24,,,,47.95,42.0,Distant Rural,36.4,56.1,52.3,82.5
Stevenson-Carson School District (WA),0.0,2024-25,,,,40.46,43.0,Distant Rural,30.0,60.6,50.0,77.3
Sultan School District (WA),3.0,2015-16,0.43,658.0,35.0,103.57,31.0,Mid-size,52.9,50.7,,
Sultan School District (WA),3.0,2016-17,0.38,664.0,35.0,104.4,31.0,Mid-size,53.5,57.6,,
Sultan School District (WA),3.0,2017-18,0.38,670.0,37.0,110.62,31.0,Mid-size,56.5,46.5,,
Sultan School District (WA),3.0,2018-19,0.43,638.0,38.0,112.6,31.0,Mid-size,62.8,44.7,,
Sultan School District (WA),1.0,2019-20,0.14,1988.0,113.0,113.48,31.0,Mid-size,,,,
Sultan School District (WA),1.0,2020-21,0.11,1892.0,114.0,114.27,31.0,Mid-size,36.1,44.1,,
Sultan School District (WA),0.0,2021-22,0.0,,,115.95,31.0,Mid-size,51.6,44.5,,
Sultan School District (WA),0.0,2022-23,0.0,,,119.0,31.0,Mid-size,52.6,38.8,,
Sultan School District (WA),0.0,2023-24,,,,121.07,32.0,Mid-size,49.1,50.0,67.4,81.5
Sultan School District (WA),0.0,2024-25,,,,114.05,32.0,Mid-size,49.4,58.3,70.2,75.6
Summit Valley School District (WA),0.0,2015-16,0.0,,,5.49,43.0,Distant Rural,27.3,,,
Summit Valley School District (WA),0.0,2016-17,0.0,,,4.23,43.0,Distant Rural,70.0,,,
Summit Valley School District (WA),0.0,2017-18,0.0,,,4.37,43.0,Distant Rural,75.0,,,
Summit Valley School District (WA),0.0,2018-19,0.0,,,5.24,43.0,Distant Rural,,,,
Summit Valley School District (WA),0.0,2019-20,0.0,,,5.15,43.0,Distant Rural,,,,
Summit Valley School District (WA),0.0,2020-21,0.0,,,5.37,43.0,Distant Rural,,,,
Summit Valley School District (WA),0.0,2021-22,0.0,,,4.79,43.0,Distant Rural,,,,
Summit Valley School District (WA),0.0,2022-23,0.0,,,5.0,43.0,Distant Rural,,,,
Summit Valley School District (WA),0.0,2023-24,,,,6.21,43.0,Distant Rural,17.7,,52.9,
Summit Valley School District (WA),0.0,2024-25,,,,6.36,43.0,Distant Rural,41.7,,41.7,
Sumner School District (WA),6.0,2015-16,0.43,1541.0,76.0,456.02,21.0,Suburban,70.8,65.9,,
Sumner School District (WA),4.02,2016-17,0.29,2392.0,120.0,483.41,21.0,Suburban,68.3,62.9,,
Sumner School District (WA),4.02,2017-18,0.29,2410.0,125.0,503.56,21.0,Suburban,71.0,71.7,,
Sumner School District (WA),5.01,2018-19,0.33,2011.0,95.0,475.14,21.0,Suburban,69.4,73.8,,
Sumner School District (WA),2.75,2019-20,0.18,3746.0,185.0,508.77,21.0,Suburban,,,,
Sumner School District (WA),2.76,2020-21,0.18,3548.0,186.0,514.29,21.0,Suburban,53.7,59.3,,
Sumner School District (WA),2.75,2021-22,0.18,3715.0,184.0,506.97,21.0,Suburban,68.8,59.3,,
Sumner School District (WA),2.74,2022-23,0.18,3801.0,202.0,554.0,21.0,Suburban,63.7,67.7,,
Sumner School District (WA),5.0,2023-24,0.33,2135.0,112.0,561.32,21.0,Suburban,68.1,62.9,82.6,85.1
Sumner School District (WA),5.0,2024-25,0.33,2149.0,113.0,563.78,21.0,Suburban,70.2,71.1,85.7,89.0
Sunnyside School District (WA),6.0,2015-16,0.67,1134.0,59.0,351.86,32.0,Mid-size,34.3,34.1,,
Sunnyside School District (WA),7.0,2016-17,0.78,976.0,50.0,348.93,32.0,Mid-size,35.3,43.6,,
Sunnyside School District (WA),8.0,2017-18,0.89,858.0,46.0,364.65,32.0,Mid-size,45.8,48.4,,
Sunnyside School District (WA),7.5,2018-19,0.83,912.0,49.0,365.88,32.0,Mid-size,48.2,41.4,,
Sunnyside School District (WA),7.5,2019-20,0.83,907.0,49.0,368.31,32.0,Mid-size,,,,
Sunnyside School District (WA),7.5,2020-21,0.83,895.0,49.0,364.56,32.0,Mid-size,27.6,31.3,,
Sunnyside School District (WA),7.0,2021-22,0.78,929.0,47.0,326.94,32.0,Mid-size,31.2,34.3,,
Sunnyside School District (WA),7.0,2022-23,0.78,910.0,51.0,360.0,32.0,Mid-size,27.4,33.7,,
Sunnyside School District (WA),6.67,2023-24,0.74,931.0,52.0,349.38,32.0,Mid-size,27.9,25.4,52.1,52.9
Sunnyside School District (WA),6.0,2024-25,0.67,1025.0,56.0,333.32,32.0,Mid-size,33.7,26.7,52.6,53.0
Suquamish Tribal Education Department (WA),0.0,2015-16,0.0,,,11.0,22.0,Suburban,,,,
Suquamish Tribal Education Department (WA),0.0,2016-17,0.0,,,10.0,22.0,Suburban,,,,
Suquamish Tribal Education Department (WA),0.0,2017-18,0.0,,,8.99,22.0,Suburban,,,,
Suquamish Tribal Education Department (WA),0.0,2018-19,0.0,,,9.0,22.0,Suburban,,,,
Suquamish Tribal Education Department (WA),0.0,2019-20,0.0,,,10.0,22.0,Suburban,,,,
Suquamish Tribal Education Department (WA),0.0,2020-21,0.0,,,10.0,22.0,Suburban,,,,
Suquamish Tribal Education Department (WA),0.0,2021-22,0.0,,,13.0,22.0,Suburban,,,,
Suquamish Tribal Education Department (WA),0.0,2022-23,0.0,,,14.0,22.0,Suburban,,,,
Suquamish Tribal Education Department (WA),0.0,2023-24,,,,11.0,22.0,Suburban,,,,
Suquamish Tribal Education Department (WA),0.0,2024-25,,,,13.0,22.0,Suburban,,,,
Tacoma School District (WA),45.73,2015-16,0.73,641.0,36.0,1630.05,12.0,Urban,49.6,52.3,,
Tacoma School District (WA),46.85,2016-17,0.71,621.0,35.0,1624.68,12.0,Urban,47.7,47.6,,
Tacoma School District (WA),46.45,2017-18,0.7,626.0,34.0,1601.93,12.0,Urban,54.4,47.0,,
Tacoma School District (WA),43.43,2018-19,0.66,697.0,37.0,1626.88,12.0,Urban,55.0,45.6,,
Tacoma School District (WA),37.82,2019-20,0.57,802.0,44.0,1648.35,12.0,Urban,,,,
Tacoma School District (WA),33.82,2020-21,0.5,848.0,48.0,1625.35,12.0,Urban,37.0,40.9,,
Tacoma School District (WA),39.25,2021-22,0.57,731.0,40.0,1561.15,12.0,Urban,42.3,38.4,,
Tacoma School District (WA),87.66,2022-23,1.27,323.0,19.0,1634.0,12.0,Urban,44.6,37.8,,
Tacoma School District (WA),37.3,2023-24,0.54,758.0,43.0,1603.29,12.0,Urban,43.5,38.6,62.7,63.6
Tacoma School District (WA),23.57,2024-25,0.35,1224.0,65.0,1538.18,12.0,Urban,44.3,38.6,62.2,62.2
Taholah School District (WA),0.0,2015-16,0.0,,,18.61,43.0,Distant Rural,,,,
Taholah School District (WA),0.0,2016-17,0.0,,,15.85,43.0,Distant Rural,,13.3,,
Taholah School District (WA),1.0,2017-18,0.5,173.0,16.0,16.0,43.0,Distant Rural,,,,
Taholah School District (WA),0.0,2018-19,0.0,,,15.19,43.0,Distant Rural,,,,
Taholah School District (WA),0.0,2019-20,0.0,,,18.15,43.0,Distant Rural,,,,
Taholah School District (WA),0.0,2020-21,0.0,,,17.95,43.0,Distant Rural,15.4,16.7,,
Taholah School District (WA),0.2,2021-22,0.1,790.0,98.0,19.67,43.0,Distant Rural,,,,
Taholah School District (WA),0.0,2022-23,0.0,,,17.0,43.0,Distant Rural,,,,
Taholah School District (WA),0.0,2023-24,,,,18.8,43.0,Distant Rural,,,,35.7
Taholah School District (WA),0.0,2024-25,,,,19.43,43.0,Distant Rural,,,23.1,18.8
Tahoma School District (WA),2.0,2015-16,0.25,4096.0,180.0,360.04,21.0,Suburban,73.7,69.0,,
Tahoma School District (WA),2.0,2016-17,0.25,4179.0,181.0,362.25,21.0,Suburban,75.1,66.6,,
Tahoma School District (WA),3.0,2017-18,0.33,2866.0,133.0,399.3,21.0,Suburban,77.1,69.5,,
Tahoma School District (WA),3.0,2018-19,0.33,2969.0,139.0,418.12,21.0,Suburban,74.3,69.6,,
Tahoma School District (WA),3.0,2019-20,0.3,3097.0,149.0,447.35,21.0,Suburban,,,,
Tahoma School District (WA),3.0,2020-21,0.3,2922.0,152.0,456.37,21.0,Suburban,70.7,65.1,,
Tahoma School District (WA),3.0,2021-22,0.3,2962.0,143.0,430.37,21.0,Suburban,71.3,64.4,,
Tahoma School District (WA),3.0,2022-23,0.3,3037.0,158.0,475.0,21.0,Suburban,71.6,60.1,,
Tahoma School District (WA),2.4,2023-24,0.24,3847.0,201.0,481.53,21.0,Suburban,68.8,65.5,84.0,84.0
Tahoma School District (WA),2.4,2024-25,0.24,3848.0,194.0,466.76,21.0,Suburban,70.5,69.8,85.1,88.3
Tekoa School District (WA),0.0,2015-16,0.0,,,17.13,43.0,Distant Rural,56.3,36.4,,
Tekoa School District (WA),0.0,2016-17,0.0,,,16.19,43.0,Distant Rural,72.7,55.0,,
Tekoa School District (WA),0.0,2017-18,0.0,,,17.18,43.0,Distant Rural,,27.8,,
Tekoa School District (WA),0.0,2018-19,0.0,,,17.17,43.0,Distant Rural,86.7,68.2,,
Tekoa School District (WA),0.0,2019-20,0.0,,,17.26,43.0,Distant Rural,,,,
Tekoa School District (WA),0.0,2020-21,0.0,,,17.24,43.0,Distant Rural,60.0,20.0,,
Tekoa School District (WA),0.0,2021-22,0.0,,,15.3,43.0,Distant Rural,61.9,16.7,,
Tekoa School District (WA),0.0,2022-23,0.0,,,12.0,43.0,Distant Rural,,45.5,,
Tekoa School District (WA),0.0,2023-24,,,,17.66,43.0,Distant Rural,,35.3,27.3,76.5
Tekoa School District (WA),0.0,2024-25,,,,17.37,43.0,Distant Rural,17.7,42.9,52.9,76.2
Tenino School District (WA),0.5,2015-16,0.13,2416.0,136.0,68.21,42.0,Distant Rural,52.1,46.0,,
Tenino School District (WA),0.5,2016-17,0.13,2492.0,135.0,67.61,42.0,Distant Rural,47.4,50.7,,
Tenino School District (WA),0.5,2017-18,0.13,2526.0,140.0,70.05,42.0,Distant Rural,51.8,55.3,,
Tenino School District (WA),0.2,2018-19,0.05,6570.0,346.0,69.23,42.0,Distant Rural,62.4,62.9,,
Tenino School District (WA),0.0,2019-20,0.0,,,72.01,42.0,Distant Rural,,,,
Tenino School District (WA),0.0,2020-21,0.0,,,70.86,42.0,Distant Rural,50.5,41.6,,
Tenino School District (WA),0.0,2021-22,0.0,,,73.1,42.0,Distant Rural,47.8,55.4,,
Tenino School District (WA),0.0,2022-23,0.0,,,79.0,42.0,Distant Rural,57.5,48.3,,
Tenino School District (WA),0.0,2023-24,,,,78.68,42.0,Distant Rural,39.3,36.4,58.9,68.2
Tenino School District (WA),0.0,2024-25,,,,72.37,42.0,Distant Rural,45.9,47.2,67.1,72.6
Thorp School District (WA),0.0,2015-16,0.0,,,13.63,42.0,Distant Rural,,45.5,,
Thorp School District (WA),0.0,2016-17,0.0,,,14.04,42.0,Distant Rural,41.7,42.9,,
Thorp School District (WA),0.0,2017-18,0.0,,,18.36,42.0,Distant Rural,,,,
Thorp School District (WA),0.0,2018-19,0.0,,,17.8,42.0,Distant Rural,64.7,53.8,,
Thorp School District (WA),0.0,2019-20,0.0,,,18.14,42.0,Distant Rural,,,,
Thorp School District (WA),0.0,2020-21,0.0,,,20.51,42.0,Distant Rural,56.5,52.2,,
Thorp School District (WA),0.0,2021-22,0.0,,,20.4,42.0,Distant Rural,54.5,35.0,,
Thorp School District (WA),0.0,2022-23,0.0,,,20.0,42.0,Distant Rural,28.6,33.3,,
Thorp School District (WA),0.0,2023-24,,,,20.8,42.0,Distant Rural,45.5,25.0,63.6,50.0
Thorp School District (WA),0.0,2024-25,,,,20.37,42.0,Distant Rural,36.4,38.9,59.1,61.1
Toledo School District (WA),0.15,2015-16,0.04,5053.0,266.0,39.85,42.0,Distant Rural,54.7,39.7,,
Toledo School District (WA),0.25,2016-17,0.06,3128.0,167.0,41.82,42.0,Distant Rural,54.2,57.1,,
Toledo School District (WA),0.25,2017-18,0.06,3228.0,175.0,43.76,42.0,Distant Rural,61.5,70.7,,
Toledo School District (WA),0.25,2018-19,0.06,3196.0,179.0,44.79,42.0,Distant Rural,59.6,56.9,,
Toledo School District (WA),0.25,2019-20,0.06,3460.0,193.0,48.29,42.0,Distant Rural,,,,
Toledo School District (WA),0.25,2020-21,0.06,3156.0,185.0,46.27,42.0,Distant Rural,30.8,65.2,,
Toledo School District (WA),0.25,2021-22,0.06,3256.0,184.0,45.98,42.0,Distant Rural,32.1,48.5,,
Toledo School District (WA),0.25,2022-23,0.06,3372.0,192.0,48.0,42.0,Distant Rural,36.8,32.0,,
Toledo School District (WA),0.25,2023-24,0.06,3428.0,199.0,49.74,42.0,Distant Rural,39.1,48.4,56.3,73.4
Toledo School District (WA),0.25,2024-25,0.06,3624.0,206.0,51.55,42.0,Distant Rural,49.2,45.2,73.0,80.7
Tonasket School District (WA),1.0,2015-16,0.33,1146.0,67.0,67.06,43.0,Distant Rural,47.1,55.9,,
Tonasket School District (WA),1.0,2016-17,0.33,1177.0,67.0,66.84,43.0,Distant Rural,50.0,55.6,,
Tonasket School District (WA),1.0,2017-18,0.33,1162.0,68.0,67.56,43.0,Distant Rural,53.0,62.6,,
Tonasket School District (WA),1.0,2018-19,0.33,1201.0,67.0,67.4,43.0,Distant Rural,45.7,53.7,,
Tonasket School District (WA),0.94,2019-20,0.19,1234.0,72.0,67.8,43.0,Distant Rural,,,,
Tonasket School District (WA),0.94,2020-21,0.19,1204.0,72.0,67.7,43.0,Distant Rural,26.7,38.7,,
Tonasket School District (WA),0.94,2021-22,0.19,1248.0,79.0,74.28,43.0,Distant Rural,20.5,37.8,,
Tonasket School District (WA),0.94,2022-23,0.19,1240.0,77.0,72.0,43.0,Distant Rural,22.4,45.1,,
Tonasket School District (WA),0.91,2023-24,0.18,1269.0,78.0,71.01,43.0,Distant Rural,16.9,43.4,36.0,68.7
Tonasket School District (WA),0.9,2024-25,0.18,1227.0,75.0,67.17,43.0,Distant Rural,19.2,40.7,39.7,64.2
Toppenish School District (WA),4.5,2015-16,0.5,979.0,46.0,207.29,32.0,Mid-size,23.6,19.5,,
Toppenish School District (WA),4.5,2016-17,0.5,950.0,44.0,197.73,32.0,Mid-size,22.7,23.3,,
Toppenish School District (WA),5.0,2017-18,0.56,831.0,40.0,199.81,32.0,Mid-size,32.4,21.0,,
Toppenish School District (WA),3.16,2018-19,0.35,1378.0,62.0,196.44,32.0,Mid-size,25.2,28.7,,
Toppenish School District (WA),4.0,2019-20,0.44,1117.0,50.0,201.74,32.0,Mid-size,,,,
Toppenish School District (WA),4.0,2020-21,0.44,1113.0,49.0,197.3,32.0,Mid-size,22.6,28.7,,
Toppenish School District (WA),4.0,2021-22,0.44,1069.0,49.0,197.78,32.0,Mid-size,19.1,27.1,,
Toppenish School District (WA),4.0,2022-23,0.44,1062.0,51.0,204.0,32.0,Mid-size,18.4,22.1,,
Toppenish School District (WA),4.0,2023-24,0.44,961.0,50.0,198.72,32.0,Mid-size,22.7,20.2,42.4,50.4
Toppenish School District (WA),1.0,2024-25,0.11,3646.0,187.0,187.03,32.0,Mid-size,16.9,24.0,40.0,46.2
Touchet School District (WA),0.0,2015-16,0.0,,,18.85,42.0,Distant Rural,22.2,66.7,,
Touchet School District (WA),0.0,2016-17,0.0,,,18.4,42.0,Distant Rural,50.0,53.3,,
Touchet School District (WA),0.0,2017-18,0.0,,,18.51,42.0,Distant Rural,33.3,42.1,,
Touchet School District (WA),0.0,2018-19,0.0,,,19.5,42.0,Distant Rural,25.0,50.0,,
Touchet School District (WA),0.0,2019-20,0.0,,,19.4,42.0,Distant Rural,,,,
Touchet School District (WA),0.0,2020-21,0.0,,,19.4,42.0,Distant Rural,25.0,46.2,,
Touchet School District (WA),0.0,2021-22,0.0,,,17.0,42.0,Distant Rural,50.0,66.7,,
Touchet School District (WA),0.0,2022-23,0.0,,,20.0,42.0,Distant Rural,45.5,21.1,,
Touchet School District (WA),0.0,2023-24,,,,20.0,42.0,Distant Rural,25.0,44.4,41.7,72.2
Touchet School District (WA),0.0,2024-25,,,,18.05,42.0,Distant Rural,62.5,34.8,81.3,73.9
Toutle Lake School District (WA),0.0,2015-16,0.0,,,33.47,42.0,Distant Rural,50.9,57.1,,
Toutle Lake School District (WA),0.0,2016-17,0.0,,,34.8,42.0,Distant Rural,53.2,39.7,,
Toutle Lake School District (WA),0.0,2017-18,0.0,,,34.79,42.0,Distant Rural,70.4,52.0,,
Toutle Lake School District (WA),0.0,2018-19,0.0,,,35.8,42.0,Distant Rural,61.1,60.0,,
Toutle Lake School District (WA),0.0,2019-20,0.0,,,36.8,42.0,Distant Rural,,,,
Toutle Lake School District (WA),0.0,2020-21,0.0,,,34.8,42.0,Distant Rural,46.7,43.9,,
Toutle Lake School District (WA),0.0,2021-22,0.0,,,37.63,42.0,Distant Rural,45.8,44.0,,
Toutle Lake School District (WA),0.0,2022-23,0.0,,,39.0,42.0,Distant Rural,59.1,31.9,,
Toutle Lake School District (WA),0.0,2023-24,,,,37.0,42.0,Distant Rural,48.3,29.0,70.7,59.7
Toutle Lake School District (WA),0.0,2024-25,,,,34.8,42.0,Distant Rural,52.0,13.8,70.0,29.3
Trout Lake School District (WA),0.0,2015-16,0.0,,,15.16,43.0,Distant Rural,50.0,42.9,,
Trout Lake School District (WA),0.0,2016-17,0.0,,,15.57,43.0,Distant Rural,88.9,48.0,,
Trout Lake School District (WA),0.0,2017-18,0.0,,,16.33,43.0,Distant Rural,39.1,69.6,,
Trout Lake School District (WA),0.0,2018-19,0.0,,,16.31,43.0,Distant Rural,66.7,73.7,,
Trout Lake School District (WA),0.0,2019-20,0.0,,,16.6,43.0,Distant Rural,,,,
Trout Lake School District (WA),0.0,2020-21,0.0,,,16.34,43.0,Distant Rural,75.0,26.3,,
Trout Lake School District (WA),0.0,2021-22,0.0,,,14.69,43.0,Distant Rural,72.7,17.6,,
Trout Lake School District (WA),0.0,2022-23,0.0,,,16.0,43.0,Distant Rural,71.4,58.3,,
Trout Lake School District (WA),0.0,2023-24,,,,15.0,43.0,Distant Rural,61.1,23.8,77.8,66.7
Trout Lake School District (WA),0.0,2024-25,,,,14.78,43.0,Distant Rural,60.0,37.5,90.0,62.5
Tukwila School District (WA),3.6,2015-16,0.51,844.0,47.0,170.7,21.0,Suburban,46.3,53.5,,
Tukwila School District (WA),4.6,2016-17,0.66,649.0,36.0,166.76,21.0,Suburban,37.8,42.8,,
Tukwila School District (WA),4.6,2017-18,0.66,643.0,35.0,162.58,21.0,Suburban,37.6,45.5,,
Tukwila School District (WA),4.6,2018-19,0.58,662.0,34.0,157.82,21.0,Suburban,36.1,32.9,,
Tukwila School District (WA),4.6,2019-20,0.58,657.0,35.0,159.26,21.0,Suburban,,,,
Tukwila School District (WA),5.6,2020-21,0.7,484.0,29.0,161.73,21.0,Suburban,23.3,35.2,,
Tukwila School District (WA),4.6,2021-22,0.58,548.0,33.0,149.93,21.0,Suburban,24.6,30.9,,
Tukwila School District (WA),4.36,2022-23,0.55,623.0,37.0,162.0,21.0,Suburban,23.0,21.1,,
Tukwila School District (WA),4.36,2023-24,0.55,649.0,36.0,157.31,21.0,Suburban,29.1,30.2,49.2,53.3
Tukwila School District (WA),0.96,2024-25,0.12,3006.0,148.0,142.01,21.0,Suburban,22.4,27.3,43.0,53.0
Tumwater School District (WA),8.5,2015-16,0.61,759.0,40.0,342.36,13.0,Urban,65.7,63.4,,
Tumwater School District (WA),9.52,2016-17,0.68,708.0,35.0,336.21,13.0,Urban,67.6,62.6,,
Tumwater School District (WA),3.8,2017-18,0.27,1793.0,93.0,351.6,13.0,Urban,68.4,70.9,,
Tumwater School District (WA),3.8,2018-19,0.27,1731.0,96.0,363.63,13.0,Urban,67.0,63.4,,
Tumwater School District (WA),3.8,2019-20,0.27,1709.0,96.0,366.19,13.0,Urban,,,,
